PMCID,model_id,标题,癌种(归因参考图谱),参考数据集,基因数,K_细胞类型数,众数细胞类型,众数细胞类型大类,二项检验p值,FDR校正q值,FDR<0.05显著,基因数<6检验功效不足,候选池同义重复,来源批次
PMC11634757,PMC11634757_lactylation_STAD,Lactylation-related gene signature accurately predicts prognosis and immunotherapy response in gastric cancer,胃癌,GSE167297,3,9,Endothelial,Stromal_Vascular,0.0342935528120713,0.09875,False,True,False,original_108
PMC11656000,PMC11656000_pyroptosis_CRC,Identification of a pyroptosis-related prognostic model for colorectal cancer and validation of the core gene SPTBN5,结直肠癌,GSE81861,25,7,Fibroblast,Stromal_Vascular,0.1362910787869845,0.210024,False,False,False,original_108
PMC11760997,PMC11760997_senescence_STAD,Identification the Cellular Senescence Associated lncRNA LINC01579 in Gastric Cancer,胃癌,GSE167297,4,9,Fibroblasts,Stromal_Vascular,0.0050297210791037,0.029445,True,True,False,original_108
PMC11855622,PMC11855622_mitophagyE3_BRCA,A Novel Prognostic Signature of Mitophagy-Related E3 Ubiquitin Ligases in Breast Cancer,乳腺癌,GSE176078,4,9,Cancer Epithelial,Malignant,0.0635573845450388,0.14639,False,True,False,original_108
PMC11866598,PMC11866598_telomere_HCC,A novel telomere-associated genes signature for the prediction of prognosis and treatment responsiveness of hepatocellular carcinoma,肝细胞癌,GSE151530,18,6,Malignant cells,Malignant,0.0001959244107494,0.003441,True,False,False,original_108
PMC11914417,PMC11914417_disulfidptosis_CRC,Development and validation of a disulfidptosis-related prognostic model for colorectal cancer using multi-omics analysis,结直肠癌,GSE81861,8,7,Epithelial,Epithelial_mixed,0.0180184884092269,0.072908,False,False,False,original_108
PMC11920466,PMC11920466_COAD,Disulfidptosis-based molecular clustering and prognostic signatures predict patient survival and the immune landscape in patients with colon cancer,结直肠癌,GSE81861,10,7,Fibroblast,Stromal_Vascular,0.0426836441163735,0.110773,False,False,False,original_108
PMC12047218,PMC12047218_glycolysis_OS,"A prognostic glycolysis-related gene signature in osteosarcoma: implications for metabolic programming, immune microenvironment, and drug response",骨肉瘤,OS_GSE162454,4,8,Malignant,Malignant,0.078857421875,0.160572,False,True,False,original_108
PMC12055729,PMC12055729_lactylation_UCEC,Lactylation-related risk model for prognostication and therapeutic responsiveness in uterine corpus endometrial carcinoma,子宫内膜癌,UCEC_GSE139555,1,6,Fibroblasts,Stromal_Vascular,0.1666666666666666,0.240171,False,True,False,original_108
PMC12078231,PMC12078231_ubiquitination_ALL,Ubiquitination and ALL: Identifying FBXO8 as a prognostic biomarker and therapeutic target,急性淋巴细胞白血病,ALL_GSE132509,9,7,Malignant,Malignant,0.0288094940311035,0.095241,False,False,False,original_108
PMC12084325,PMC12084325_disulfidptosis_lncRNA_AML,A novel LncRNA risk model for disulfidptosis-related prognosis prediction and response to chemotherapy in acute myeloid leukemia,急性髓系白血病,AML_GSE116256,3,13,Malignant,Malignant,0.2134729176149294,0.284457,False,True,False,original_108
PMC12179157,PMC12179157_PANoptosis_SKCM,The role and prognostic value of PANoptosis-related genes in skin cutaneous melanoma,黑色素瘤,SKCM_GSE120575,9,10,Tprolif,Immune_Hematopoietic,0.052972138,0.12832,False,False,False,original_108
PMC12210501,PMC12210501_ferroptosis_LUAD,Prognostic model of lung adenocarcinoma based on disulfidptosis-related genes and analysis of in vitro cell experiments for PPP1R14B in the model,非小细胞肺癌,NSCLC_GSE131907,4,3,CD8T,Immune_Hematopoietic,0.4074074074074074,0.424005,False,True,False,original_108
PMC12219082,PMC12219082_necroptosis_SKCM,A novel necroptosis related prognostic signature for skin cutaneous melanoma based on transcriptome and single cell sequencing analysis,黑色素瘤,SKCM_GSE120575,8,10,NK,Immune_Hematopoietic,0.00502435,0.029445,True,False,False,original_108
PMC12239816,PMC12239816_hypoxia_Glioma,Robust prediction of glioma prognosis by hypoxia-induced ferroptosis genes: VEGFA-XBP1 co-expression for salvage therapy,胶质瘤,Glioma_GSE131928,23,8,Mono/Macro,Immune_Hematopoietic,0.018909016396808,0.073081,False,False,False,original_108
PMC12354743,PMC12354743_NETs_Glioma,A novel neutrophil extracellular trap-related gene signature for predicting glioblastoma prognosis,胶质瘤,Glioma_GSE131928,4,8,AC-like Malignant,Malignant,0.078857421875,0.160572,False,True,False,original_108
PMC12378281,PMC12378281_disulfidptosis_AML,A novel prognostic signature integrating disulfidptosis- and ferroptosis-related genes in acute myeloid leukemia,急性髓系白血病,AML_GSE116256,6,13,Plasma,Immune_Hematopoietic,0.0720627230122426,0.160572,False,False,False,original_108
PMC12399450,PMC12399450_mitochondrial_STAD,Identification and validation of prognostic genes associated with mitochondrial nuclear genes in gastric cancer,胃癌,GSE167297,3,9,Endothelial,Stromal_Vascular,0.2976680384087791,0.345639,False,True,False,original_108
PMC12402452,PMC12402452_exosome_AML,Construction of a prognostic risk model for acute myeloid leukemia based on exosomal genes and analysis of immune microenvironment characteristics,急性髓系白血病,AML_GSE116256,5,13,EryPro,Immune_Hematopoietic,0.3298230777310642,0.356874,False,True,False,original_108
PMC12504172,PMC12504172_nucleotide_MB,Transcriptional regulation of nucleotide metabolism in medulloblastoma subtypes and prognostic implications analyzed by RNA-Seq,髓母细胞瘤,MB_GSE155446,15,4,Malignant,Malignant,0.0007949490100145,0.008273,True,False,False,original_108
PMC12647489,PMC12647489_cholesterol_HCC,Decoding the cholesterol–apoptosis axis in HCC: a machine learning-based multi-omics integration and single-cell transcriptomic analysis,肝细胞癌,GSE151530,8,6,Malignant cells,Malignant,0.0004411722679469,0.006118,True,False,False,original_108
PMC12891303,PMC12891303_CAF_BLCA,Single-cell and immune-context integration identifies basement-membrane/metastasis signatures that sharpen bladder-cancer diagnosis and prognosis,膀胱癌,BLCA_GSE130001,6,4,Fibroblasts,Stromal_Vascular,0.004638671875,0.028336,True,False,False,original_108
PMC12891315,PMC12891315_CAF_UCEC,Integrating single-cell and bulk transcriptomes with machine learning reveals a CAF signature for immunotherapy response in dMMR endometrial cancer,子宫内膜癌,UCEC_GSE139555,12,6,Tprolif,Immune_Hematopoietic,1.3419348143773245e-05,0.000419,True,False,False,original_108
PMC12905907,PMC12905907_disulfidptosis_SKCM,Integrating bioinformatic analyses and experimental validation of disulfidptosis-related genes and TMX4 in melanoma progression,黑色素瘤,SKCM_GSE120575,5,10,DC,Immune_Hematopoietic,0.40951,0.424621,False,True,False,original_108
PMC12906242,PMC12906242_m6A_OS,Establishment of a m6A‐Related Molecular Pattern in the Prognosis and Immune Infiltration of Osteosarcoma Using Machine Learning and Experiments,骨肉瘤,OS_GSE162454,14,8,Osteoblasts,Stromal_Vascular,0.0873281403105465,0.176541,False,False,False,original_108
PMC12971589,PMC12971589_CAF_OSCC,Single-cell RNA sequencing identifies cancer-associated fibroblast marker genes for determining cancer subtypes in oral squamous cell carcinoma and predicting patient prognosis,口腔鳞癌,OSCC_GSE172577,8,11,Endothelial,Stromal_Vascular,0.1602867156224798,0.23831,False,False,True,original_108
PMC13083393,PMC13083393_autophagy_BRCA,Autophagy-related gene-based prognostic model for breast cancer,乳腺癌,GSE176078,11,9,Endothelial,Stromal_Vascular,0.0043876502169006,0.028021,True,False,False,original_108
PMC13190656,PMC13190656_ferroptosis_CRC,Construction of a prognostic risk model based on colorectal cancer-specific ferroptosis genes and preliminary validation of FGFR4,结直肠癌,GSE81861,8,7,Epithelial,Epithelial_mixed,0.0935555277623633,0.18384,False,False,False,original_108
PMC13333213,PMC13333213_pyroptosis_NSCLC,Integrated Proteomic and scRNA‐Seq Analysis Reveals Pyroptosis‐Related Subtypes in Lung Adenocarcinoma,非小细胞肺癌,NSCLC_GSE131907,2,3,CD8T,Immune_Hematopoietic,0.1111111111111111,0.193927,False,True,False,original_108
PMC13355270,PMC13355270_mitophagy_BLCA,Prognostic and immunological implications of a mitophagy-associated gene signature in bladder cancer,膀胱癌,BLCA_GSE130001,5,4,Epithelial,Epithelial_mixed,0.103515625,0.193919,False,True,False,original_108
PMC13406258,PMC13406258_PCDgenes_BRCA,A prognostic risk model based on programmed cell death genes for breast cancer and its potential clinical application,乳腺癌,GSE176078,8,9,Cancer Epithelial,Malignant,0.0499981636231944,0.123241,False,False,False,original_108
PMC13490468,PMC13490468_ATIC_HCC,Integrative machine learning and multi-omics analysis reveals ATIC as a promoter of hepatocellular carcinoma progression,肝细胞癌,GSE151530,4,6,Malignant cells,Malignant,0.0162037037037037,0.067959,False,True,False,original_108
PMC7847640,PMC7847640_glycolysis_lncRNA_UCEC,Construction of a Glycolysis-related long noncoding RNA signature for predicting survival in endometrial cancer,子宫内膜癌,UCEC_GSE139555,2,6,Tprolif,Immune_Hematopoietic,0.3055555555555555,0.346214,False,True,False,original_108
PMC7880321,PMC7880321_immune_BLCA,Identification of a novel immune microenvironment signature predicting survival and therapeutic options for bladder cancer,膀胱癌,BLCA_GSE130001,10,4,Epithelial,Epithelial_mixed,0.0781269073486328,0.160572,False,False,False,original_108
PMC8291813,PMC8291813_cGASSTING_STAD,Identification and validation of the prognostic value of cyclic GMP-AMP synthase-stimulator of interferon (cGAS-STING) related genes in gastric cancer,胃癌,GSE167297,3,9,Mono/Macro,Immune_Hematopoietic,0.2976680384087791,0.345639,False,True,False,original_108
PMC8377503,PMC8377503_glycolysis_colon,"Comprehensive Analysis of Glycolysis-Related Genes for Prognosis, Immune Features, and Candidate Drug Development in Colon Cancer",结直肠癌,GSE81861,8,7,Endothelial,Stromal_Vascular,0.3201666458217726,0.352811,False,False,False,original_108
PMC8379743,PMC8379743_m6A_LUAD,Characteristic of molecular subtypes in lung adenocarcinoma based on m6A RNA methylation modification and immune microenvironment,非小细胞肺癌,NSCLC_GSE131907,7,3,B,Immune_Hematopoietic,0.429355281207133,0.441937,False,False,False,original_108
PMC8464158,PMC8464158_glycolysis_lncRNA_OV,Comprehensive analyses of glycolysis-related lncRNAs for ovarian cancer patients,卵巢癌,OV_GSE154600,3,11,Tprolif,Immune_Hematopoietic,0.2486851990984221,0.318594,False,True,False,original_108
PMC8605142,PMC8605142_glycolysis_HCC,A novel prognostic signature based on four glycolysis‐related genes predicts survival and clinical risk of hepatocellular carcinoma,肝细胞癌,GSE151530,3,6,Malignant cells,Malignant,0.074074074074074,0.160572,False,True,False,original_108
PMC8791745,PMC8791745_hypoxia_lncRNA_HNSCC,Identification of a Hypoxia-Related lncRNA Biomarker Signature for Head and Neck Squamous Cell Carcinoma,头颈鳞癌,HNSC_GSE139324,3,11,Mono/Macro,Immune_Hematopoietic,0.2486851990984221,0.318594,False,True,False,original_108
PMC8812245,PMC8812245_glycolysis_READ,A glycolysis-related two-gene risk model that can effectively predict the prognosis of patients with rectal cancer,结直肠癌,GSE81861,6,7,Epithelial,Epithelial_mixed,0.041623813207082,0.110773,False,False,False,original_108
PMC8994655,PMC8994655_autophagy_lncRNA_STAD,Construction of a Prognostic Signature of 10 Autophagy-Related lncRNAs in Gastric Cancer,胃癌,GSE167297,3,9,Fibroblasts,Stromal_Vascular,0.0342935528120713,0.09875,False,True,False,original_108
PMC9035888,PMC9035888_autophagy_BRCA,TGF-β1 Promotes Autophagy and Inhibits Apoptosis in Breast Cancer by Targeting TP63,乳腺癌,GSE176078,3,9,Cancer Epithelial,Malignant,0.2976680384087791,0.345639,False,True,False,original_108
PMC9048552,PMC9048552_autophagy_lncRNA_SKCM,Autophagy-related long non-coding RNA prognostic model predicts prognosis and survival of melanoma patients,黑色素瘤,SKCM_GSE120575,12,10,DC,Immune_Hematopoietic,0.025637470165,0.08967,False,False,False,original_108
PMC9086515,PMC9086515_ferroptosis_Glioma,Characterization of the Ferroptosis-Related Genes for Prognosis and Immune Infiltration in Low-Grade Glioma,胶质瘤,Glioma_GSE131928,9,8,AC-like Malignant,Malignant,0.0918907225131988,0.18184,False,False,False,original_108
PMC9092832,PMC9092832_hypoxia_lncRNA_digestive_panCancer,Construction of a Prognostic Model for Hypoxia-Related LncRNAs and Prediction of the Immune Landscape in the Digestive System Pan-Cancer,胃癌,GSE167297,4,9,Mono/Macro,Immune_Hematopoietic,0.0635573845450388,0.14639,False,True,False,original_108
PMC9097333,PMC9097333_autophagy_GBM,Identification of a novel autophagy-related prognostic signature and small molecule drugs for glioblastoma by bioinformatics,胶质瘤,Glioma_GSE131928,7,8,OPC-like Malignant,Malignant,0.2146081924438476,0.284457,False,False,False,original_108
PMC9124146,PMC9124146_autophagy_lncRNA_PAAD,An Independent Prognostic Model Based on Ten Autophagy-Related Long Noncoding RNAs in Pancreatic Cancer Patients,胰腺癌,PAAD_GSE154778,7,6,Epithelial,Epithelial_mixed,0.3302040466392318,0.356874,False,False,False,original_108
PMC9341065,PMC9341065_immune_autophagy_BLCA,Identification of immune-related and autophagy-related genes for the prediction of survival in bladder cancer,膀胱癌,BLCA_GSE130001,4,4,Fibroblasts,Stromal_Vascular,0.26171875,0.318594,False,True,False,original_108
PMC9342864,PMC9342864_autophagy_Glioma,Prognostic Model and Nomogram Construction and Validation With an Autophagy-Related Gene Signature in Low-Grade Gliomas,胶质瘤,Glioma_GSE131928,9,8,MES-like Malignant,Malignant,0.3127821683883666,0.352811,False,False,False,original_108
PMC9361349,PMC9361349_DNArepair_SKCM,DNA damage repair-related gene signature predicts prognosis and indicates immune cell infiltration landscape in skin cutaneous melanoma,黑色素瘤,SKCM_GSE120575,12,10,Tprolif,Immune_Hematopoietic,5.0180338000000016e-05,0.001007,True,False,False,original_108
PMC9420977,PMC9420977_cuproptosis_Glioma,Identification of a novel cuproptosis-related gene signature and integrative analyses in patients with lower-grade gliomas,胶质瘤,Glioma_GSE131928,9,8,AC-like Malignant,Malignant,0.0024822801351547,0.018852,True,False,False,original_108
PMC9465161,PMC9465161_m7G_lncRNA_COAD,Identification of N7-methylguanosine-related IncRNA signature as a potential predictive biomarker for colon adenocarcinoma,结直肠癌,GSE81861,5,7,Epithelial,Epithelial_mixed,0.0018444695662521,0.014808,True,True,False,original_108
PMC9468367,PMC9468367_ICD_lncRNA_HCC,Predicting prognosis and immune responses in hepatocellular carcinoma based on N7-methylguanosine-related long noncoding RNAs,肝细胞癌,GSE151530,2,6,Malignant cells,Malignant,0.3055555555555555,0.346214,False,True,False,original_108
PMC9523360,PMC9523360_telomere_KIRC,Telomere-related gene risk model for prognosis and drug treatment efficiency prediction in kidney cancer,肾透明细胞癌,KIRC_GSE159115,10,8,Malignant,Malignant,0.1195021532475948,0.203189,False,False,False,original_108
PMC9524961,PMC9524961_hypoxia_HCC,Construction of a 3-mRNA hypoxia prognostic model to evaluate immune microenvironment in hepatocellular carcinoma,肝细胞癌,GSE151530,3,6,Malignant cells,Malignant,0.4212962962962963,0.435236,False,True,False,original_108
PMC9550247,PMC9550247_autophagy_LUAD,Establishment and validation of individualized clinical prognostic markers for LUAD patients based on autophagy-related genes,非小细胞肺癌,NSCLC_GSE131907,2,3,B,Immune_Hematopoietic,0.5555555555555556,0.55754,False,True,False,original_108
PMC9561419,PMC9561419_glycolysis_immune_LUSC,Development and validation of a combined glycolysis and immune prognostic signature for lung squamous cell carcinoma,非小细胞肺癌,NSCLC_GSE131907,4,3,CD8T,Immune_Hematopoietic,0.1111111111111111,0.193927,False,True,False,original_108
PMC9578220,PMC9578220_chromatin_immune_UCEC,A novel chromatin regulator-related immune checkpoint related gene prognostic signature and potential candidate drugs for endometrial cancer patients,子宫内膜癌,UCEC_GSE139555,9,6,Treg,Immune_Hematopoietic,0.1782595942564649,0.250455,False,False,False,original_108
PMC9614251,PMC9614251_glycolysis_lncRNA_STAD,Construction and validation of a glycolysis-related lncRNA signature for prognosis prediction in Stomach Adenocarcinoma,胃癌,GSE167297,3,9,Plasma,Immune_Hematopoietic,0.0342935528120713,0.09875,False,True,False,original_108
PMC9614380,PMC9614380_aminoacid_KIRC,A novel amino acid metabolism-related gene risk signature for predicting prognosis in clear cell renal cell carcinoma,肾透明细胞癌,KIRC_GSE159115,17,8,Epithelial,Epithelial_mixed,0.013812815405604,0.06363,False,False,False,original_108
PMC9618960,PMC9618960_ICD_LGG,Immunogenic cell death-related risk signature predicts prognosis and characterizes the tumour microenvironment in lower-grade glioma,胶质瘤,Glioma_GSE131928,12,8,CD8Tex,Immune_Hematopoietic,0.011285478103673,0.056855,False,False,False,original_108
PMC9636133,PMC9636133_mitophagy_CRC,A mitophagy-related gene signature associated with prognosis and immune microenvironment in colorectal cancer,结直肠癌,GSE81861,10,7,Endothelial,Stromal_Vascular,0.1616049305615446,0.239005,False,False,False,original_108
PMC9662042,PMC9662042_autophagy_lncRNA_KIRC,A Seven-Autophagy-Related Long Non-Coding RNA Signature Can Accurately Predict the Prognosis of Patients with Renal Cell Carcinoma,肾透明细胞癌,KIRC_GSE159115,2,8,Endothelial,Stromal_Vascular,0.234375,0.304905,False,True,False,original_108
PMC9709208,PMC9709208_ICD_UVM,Development and validation of immunogenic cell death-related signature for predicting the prognosis and immune landscape of uveal melanoma,葡萄膜黑色素瘤,UVM_GSE139829,5,8,CD8Tex,Immune_Hematopoietic,0.01605224609375,0.067959,False,True,False,original_108
PMC9720162,PMC9720162_ICD_lncRNA_HCC,Molecular subtypes and a prognostic model for hepatocellular carcinoma based on immune- and immunogenic cell death-related lncRNAs,肝细胞癌,GSE151530,2,6,Malignant cells,Malignant,0.0277777777777777,0.094043,False,True,False,original_108
PMC9767988,PMC9767988_pyroptosis_lncRNA_STAD,An innovative pyroptosis-related long-noncoding-RNA signature predicts the prognosis of gastric cancer via affecting immune cell infiltration landscape,胃癌,GSE167297,3,9,Fibroblasts,Stromal_Vascular,0.0342935528120713,0.09875,False,True,False,original_108
PMC9805482,PMC9805482_autophagy_OS,Construction and validation of a prognostic model for osteosarcoma patients based on autophagy-related genes,骨肉瘤,OS_GSE162454,3,8,CD8Tex,Immune_Hematopoietic,0.330078125,0.356874,False,True,False,original_108
PMC9843944,PMC9843944_autophagy_LUAD,Improvement of ACK1-targeted therapy efficacy in lung adenocarcinoma using chloroquine or bafilomycin A1,非小细胞肺癌,NSCLC_GSE131907,23,3,CD8T,Immune_Hematopoietic,0.0017483450745004,0.01445,True,False,False,original_108
PMC9870742,PMC9870742_anoikis_LUAD,Identification of a novel anoikis‐related gene signature to predict prognosis and tumor microenvironment in lung adenocarcinoma,非小细胞肺癌,NSCLC_GSE131907,16,3,CD8T,Immune_Hematopoietic,0.0007924645410274,0.008273,True,False,False,original_108
PMC9906058,PMC9906058_ferroptosis_cuproptosis_HCC,"Ferroptosis and cuproptosis prognostic signature for prediction of prognosis, immunotherapy and drug sensitivity in hepatocellular carcinoma: development and validation based on TCGA and ICGC databases",肝细胞癌,GSE151530,9,6,Malignant cells,Malignant,0.0089500616013819,0.047182,True,False,False,original_108
